periodo,valor,serie
Nov.2022,28.004,Tasa de interes pasiva ahorro plazo (%)
Dic.2022,28.2548,Tasa de interes pasiva ahorro plazo (%)
Ene.2023,29.5771,Tasa de interes pasiva ahorro plazo (%)
Feb.2023,29.4432,Tasa de interes pasiva ahorro plazo (%)
Mar.2023,29.7255,Tasa de interes pasiva ahorro plazo (%)
Abr.2023,28.6973,Tasa de interes pasiva ahorro plazo (%)
May.2023,29.1052,Tasa de interes pasiva ahorro plazo (%)
Jun.2023,28.9267,Tasa de interes pasiva ahorro plazo (%)
Jul.2023,29.9019,Tasa de interes pasiva ahorro plazo (%)
Ago.2023,29.9055,Tasa de interes pasiva ahorro plazo (%)
Sep.2023,29.9927,Tasa de interes pasiva ahorro plazo (%)
Oct.2023,28.771,Tasa de interes pasiva ahorro plazo (%)
Nov.2023,28.199,Tasa de interes pasiva ahorro plazo (%)
Dic.2023,28.3881,Tasa de interes pasiva ahorro plazo (%)
Ene.2024,30.2945,Tasa de interes pasiva ahorro plazo (%)
Feb.2024,28.8752,Tasa de interes pasiva ahorro plazo (%)
Mar.2024,29.1813,Tasa de interes pasiva ahorro plazo (%)
Abr.2024,27.9193,Tasa de interes pasiva ahorro plazo (%)
May.2024,27.6426,Tasa de interes pasiva ahorro plazo (%)
Jun.2024,27.0777,Tasa de interes pasiva ahorro plazo (%)
Jul.2024,26.2332,Tasa de interes pasiva ahorro plazo (%)
Ago.2024,28.8277,Tasa de interes pasiva ahorro plazo (%)
Sep.2024,28.0913,Tasa de interes pasiva ahorro plazo (%)
Oct.2024,26.9519,Tasa de interes pasiva ahorro plazo (%)
Nov.2024,27.3753,Tasa de interes pasiva ahorro plazo (%)
Dic.2024,27.2935,Tasa de interes pasiva ahorro plazo (%)
Ene.2025,29.1526,Tasa de interes pasiva ahorro plazo (%)
Feb.2025,29.3418,Tasa de interes pasiva ahorro plazo (%)
Mar.2025,30.1952,Tasa de interes pasiva ahorro plazo (%)
Abr.2025,28.0987,Tasa de interes pasiva ahorro plazo (%)
May.2025,30.3865,Tasa de interes pasiva ahorro plazo (%)
Jun.2025,31.6677,Tasa de interes pasiva ahorro plazo (%)
Jul.2025,29.9006,Tasa de interes pasiva ahorro plazo (%)
Ago.2025,30.3252,Tasa de interes pasiva ahorro plazo (%)
Sep.2025,30.233,Tasa de interes pasiva ahorro plazo (%)
Oct.2025,30.3203,Tasa de interes pasiva ahorro plazo (%)
Nov.2025,30.5103,Tasa de interes pasiva ahorro plazo (%)
Dic.2025,30.7148,Tasa de interes pasiva ahorro plazo (%)
